Name,Ticker,Sub-Sector
Pitti Engineering Ltd,PITTIENG,Industrial Machinery
Raymond Ltd,RAYMOND,Apparel & Accessories
BHARAT Bond ETF - April 2033,EBBETF0433,Equity
Heidelbergcement India Ltd,HEIDELBERG,Cement
V-Marc India Ltd,VMARCIND,Electrical Components & Equipments
Premier Explosives Ltd,PREMEXPLN,Commodity Chemicals
Gufic Biosciences Ltd,GUFICBIO,Pharmaceuticals
Tourism Finance Corporation of India Ltd,TFCILTD,Specialized Finance
Ellenbarrie Industrial Gases Ltd,ELLEN,Commodity Chemicals
GMM Pfaudler Ltd,GMMPFAUDLR,Industrial Machinery
Capital Infra Trust,CAPINVIT,Construction & Engineering
Ashoka Buildcon Ltd,ASHOKA,Construction & Engineering
KDDL Ltd,KDDL,"Precious Metals, Jewellery & Watches"
JTEKT India Ltd,JTEKTINDIA,Auto Parts
Aarti Drugs Ltd,AARTIDRUGS,Pharmaceuticals
Mahindra Logistics Ltd,MAHLOG,Logistics
NRB Bearings Ltd,NRBBEARING,Industrial Machinery
Cupid Ltd,CUPID,FMCG - Personal Products
Oriana Power Ltd,ORIANA,Construction & Engineering
Indraprastha Medical Corporation Ltd,INDRAMEDCO,Hospitals & Diagnostic Centres
Sanathan Textiles Ltd,SANATHAN,Textiles
West Coast Paper Mills Ltd,WSTCSTPAPR,Paper Products
Dredging Corporation of India Ltd,DREDGECORP,Dredging
SMS Pharmaceuticals Ltd,SMSPHARMA,Pharmaceuticals
Chemplast Sanmar Ltd,CHEMPLASTS,Building Products - Pipes
TechNVision Ventures Ltd,TECHNVISN,Software Services
Anand Rathi Share and Stock Brokers Ltd,ARSSBL,Investment Banking & Brokerage
Shanthi Gears Ltd,SHANTIGEAR,Auto Parts
Route Mobile Ltd,ROUTE,IT Services & Consulting
KS Smart Technologies Ltd,KSSMART,Conglomerates
PSP Projects Ltd,PSPPROJECT,Construction & Engineering
Indiqube Spaces Ltd,INDIQUBE,Real Estate
Deep Industries Ltd,DEEPINDS,Oil & Gas - Equipment & Services
Deccan Gold Mines Ltd,DECNGOLD,Mining - Diversified
Kirloskar Industries Ltd,KIRLOSIND,Investment Banking & Brokerage
Steel Strips Wheels Ltd,SSWL,Auto Parts
Enviro Infra Engineers Ltd,EIEL,Water Management
Kolte-Patil Developers Ltd,KOLTEPATIL,Real Estate
Mayur Uniquoters Ltd,MAYURUNIQ,Textiles
R Systems International Ltd,RSYSTEMS,IT Services & Consulting
GRM Overseas Ltd,GRMOVER,Packaged Foods & Meats
Uflex Ltd,UFLEX,Packaging
Kitex Garments Ltd,KITEX,Apparel & Accessories
Greenply Industries Ltd,GREENPLY,Wood Products
Nippon India ETF Nifty Next 50 Junior BeES,JUNIORBEES,Equity
Quess Corp Ltd,QUESS,Employment Services
MSTC Ltd,MSTCLTD,Commodities Trading
Carysil Ltd,CARYSIL,Home Furnishing
Timex Group India Ltd,TIMEX,"Precious Metals, Jewellery & Watches"
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches"
MPS Ltd,MPSLTD,Publishing
Dishman Carbogen Amcis Ltd,DCAL,Labs & Life Sciences Services
Navneet Education Ltd,NAVNETEDUL,Publishing
Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,Fertilizers & Agro Chemicals
Bharat Bijlee Ltd,BBL,Heavy Electrical Equipments
Balmer Lawrie and Company Ltd,BALMLAWRIE,Conglomerates
Sanghvi Movers Ltd,SANGHVIMOV,Business Support Services
Sambhv Steel Tubes Ltd,SAMBHV,Building Products - Pipes
Maithan Alloys Ltd,MAITHANALL,Iron & Steel
Shanti Educational Initiatives Ltd,SEIL,Education Services
Parag Milk Foods Ltd,PARAGMILK,FMCG - Foods
Ramky Infrastructure Ltd,RAMKY,Construction & Engineering
RPSG Ventures Ltd,RPSGVENT,Packaged Foods & Meats
Flair Writing Industries Ltd,FLAIR,Stationery
Kernex Microsystems (India) Ltd,KERNEX,Software Services
TVS Srichakra Ltd,TVSSRICHAK,Tires & Rubber
Share India Securities Ltd,SHAREINDIA,Investment Banking & Brokerage
Niit Learning Systems Ltd,NIITMTS,Education Services
Prince Pipes and Fittings Ltd,PRINCEPIPE,Building Products - Pipes
Muthoot Microfin Ltd,MUTHOOTMF,Specialized Finance
Rossari Biotech Ltd,ROSSARI,Specialty Chemicals
Wonderla Holidays Ltd,WONDERLA,Theme Parks & Gaming
Antelopus Selan Energy Ltd,ANTELOPUS,Oil & Gas - Exploration & Production
Savita Oil Technologies Ltd,SOTL,Commodity Chemicals
ADF Foods Ltd,ADFFOODS,Packaged Foods & Meats
Heritage Foods Ltd,HERITGFOOD,FMCG - Foods
Jindal Worldwide Ltd,JINDWORLD,Textiles
Indo Thai Securities Ltd,INDOTHAI,Investment Banking & Brokerage
Hubtown Ltd,HUBTOWN,Real Estate
Venus Pipes and Tubes Ltd,VENUSPIPES,Iron & Steel
Polyplex Corp Ltd,POLYPLEX,Commodity Chemicals
Carraro India Ltd,CARRARO,Agricultural & Farm Machinery
Marathon Nextgen Realty Ltd,MARATHON,Real Estate
Interarch Building Solutions Ltd,INTERARCH,Building Products - Prefab Structures
ICICI Prudential Nifty 50 ETF,NIFTYIETF,Equity
Concord Control Systems Ltd,CNCRD,Electrical Components & Equipments
Indo Tech Transformers Ltd,INDOTECH,Heavy Electrical Equipments
Reliance Infrastructure Ltd,RELINFRA,Power Infrastructure
Nalwa Sons Investments Ltd,NSIL,Asset Management
63 Moons Technologies Ltd,63MOONS,IT Services & Consulting
Jindal Poly Films Ltd,JINDALPOLY,Packaging
Sundaram Clayton Ltd,SUNCLAY,Auto Parts
Nitin Spinners Ltd,NITINSPIN,Textiles
Nippon India ETF Nifty Midcap 150,MID150BEES,Equity
Elpro International Ltd,ELPROINTL,Electrical Components & Equipments
Tatva Chintan Pharma Chem Ltd,TATVA,Specialty Chemicals
Fusion Finance Ltd,FUSION,Consumer Finance
Orient Cement Ltd,ORIENTCEM,Cement
NXT-Infra Trust,NXT-INFRA,Roads
Standard Engineering Technology Ltd,SETL,Specialty Chemicals
Insolation Energy Ltd,INA,Renewable Energy
Shankara Buildpro Ltd,BUILDPRO,Building Products - Others
Gateway Distriparks Ltd,GATEWAY,Logistics
Network People Services Technologies Ltd,NPST,Software Services
Mrugesh Trading Ltd,MRUTR,Diversified Financials
Welspun Specialty Solutions Ltd,WELSPLSOL,Iron & Steel
Steelcast Ltd,STEELCAS,Iron & Steel
Medi Assist Healthcare Services Ltd,MEDIASSIST,Insurance
Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,Sugar
Nocil Ltd,NOCIL,Commodity Chemicals
Arvind Smartspaces Ltd,ARVSMART,Real Estate
Nippon IN ETF Nifty 8-13 yr G-Sec Long Term Gilt,LTGILTBEES,Debt
Xpro India Ltd,XPROINDIA,Plastic Products
Uniparts India Ltd,UNIPARTS,Industrial Machinery
Aimtron Electronics Ltd,AIMTRON,Electronic Equipments
Monarch Networth Capital Ltd,MONARCH,Investment Banking & Brokerage
Gujarat Industries Power Company Ltd,GIPCL,Power Generation
Zaggle Prepaid Ocean Services Ltd,ZAGGLE,Software Services
Jubilant Agri and Consumer Products Ltd,JUBLCPL,Agro Products
Jash Engineering Ltd,JASH,Construction & Engineering
Kewal Kiran Clothing Ltd,KKCL,Apparel & Accessories
Kilburn Engineering Ltd,KLBRENG-B,Industrial Machinery
Euro Pratik Sales Ltd,EUROPRATIK,Building Products - Laminates
Siyaram Silk Mills Ltd,SIYSIL,Textiles
Automotive Axles Ltd,AUTOAXLES,Auto Parts
EFC (I) Ltd,EFCIL,Real Estate
AFCOM Holdings Ltd,AFCOM,Airlines
Panacea Biotec Ltd,PANACEABIO,Biotechnology
Prakash Industries Ltd,PRAKASH,Iron & Steel
Borosil Ltd,BOROLTD,Housewares
JTL Industries Ltd,JTLIND,Iron & Steel
Vardhman Special Steels Ltd,VSSL,Iron & Steel
Alpex Solar Ltd,ALPEXSOLAR,Renewable Energy Equipment & Services
Solara Active Pharma Sciences Ltd,SOLARA,Pharmaceuticals
Patel Engineering Ltd,PATELENG,Construction & Engineering
Sangam (India) Ltd,SANGAMIND,Textiles
Prataap Snacks Ltd,DIAMONDYD,Packaged Foods & Meats
Bombay Dyeing and Mfg Co Ltd,BOMDYEING,Textiles
Nippon India ETF Nifty 1D Rate Liquid BeES,LIQUIDBEES,Debt
Pokarna Ltd,POKARNA,Cement
Yasho Industries Ltd,YASHO,Specialty Chemicals
Unichem Laboratories Ltd,UNICHEMLAB,Pharmaceuticals
Windsor Machines Ltd,WINDMACHIN,Industrial Machinery
Ddev Plastiks Industries Ltd,DDEVPLSTIK,Plastic Products
Apcotex Industries Ltd,APCOTEXIND,Specialty Chemicals
Kiri Industries Ltd,KIRIINDUS,Specialty Chemicals
John Cockerill India Ltd,COCKERILL,Industrial Machinery
Satin Creditcare Network Ltd,SATIN,Consumer Finance
Rane (Madras) Ltd,RML,Auto Parts
Imagicaaworld Entertainment Ltd,IMAGICAA,Theme Parks & Gaming
Ramco Industries Ltd,RAMCOIND,Cement
GK Energy Ltd,GKENERGY,Renewable Energy Equipment & Services
Easy Trip Planners Ltd,EASEMYTRIP,Tour & Travel Services
HLE Glascoat Ltd,HLEGLAS,Industrial Machinery
Vindhya Telelinks Ltd,VINDHYATEL,Telecom Equipments
Morepen Laboratories Ltd,MOREPENLAB,Pharmaceuticals
Globus Spirits Ltd,GLOBUSSPR,Alcoholic Beverages
M V K Agro Food Product Ltd,MVKAGRO,Agro Products
Baazar Style Retail Ltd,STYLEBAAZA,Retail - Speciality
Apeejay Surrendra Park Hotels Ltd,PARKHOTELS,"Hotels, Resorts & Cruise Lines"
National Standard (India) Ltd,NATIONSTD,Real Estate
Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,Hospitals & Diagnostic Centres
Ganesha Ecosphere Ltd,GANECOS,Textiles
Sundrop Brands Ltd,SUNDROP,Packaged Foods & Meats
BGR Energy Systems Ltd,BGRENERGY,Construction & Engineering
Orissa Minerals Development Company Ltd,ORISSAMINE,Mining - Diversified
Protean eGov Technologies Ltd,PROTEAN,IT Services & Consulting
Marsons Ltd,MARSONS,Electrical Components & Equipments
City Pulse Multiventures Ltd,CPML,Movies & TV Serials
Rhetan TMT Ltd,RHETAN,Metals - Diversified
Mufin Green Finance Ltd,MUFIN,Specialized Finance
Bharat Rasayan Ltd,BHARATRAS,Fertilizers & Agro Chemicals
K.P. Energy Ltd,KPEL,Renewable Energy
Divgi TorqTransfer Systems Ltd,DIVGIITTS,Industrial Machinery
Veedol Corporation Ltd,VEEDOL,Commodity Chemicals
Kwality Pharmaceuticals Ltd,KPL,Pharmaceuticals
Sirca Paints India Ltd,SIRCA,Paints
Bhansali Engineering Polymers Ltd,BEPL,Commodity Chemicals
Hikal Ltd,HIKAL,Pharmaceuticals
Elcid Investments Ltd,ELCIDIN,Equity
Nitco Ltd,NITCO,Building Products - Ceramics
Sagar Cements Ltd,SAGCEM,Cement
Mold-Tek Packaging Ltd,MOLDTKPAC,Plastic Products
TCPL Packaging Ltd,TCPLPACK,Packaging
Federal-Mogul Goetze (India) Ltd,FMGOETZE,Auto Parts
Repco Home Finance Ltd,REPCOHOME,Consumer Finance
Belding India Ltd,BELDING,Packaging
Brigade Hotel Ventures Ltd,BRIGHOTEL,"Hotels, Resorts & Cruise Lines"
Greenpanel Industries Ltd,GREENPANEL,Wood Products
Utkarsh Small Finance Bank Ltd,UTKARSHBNK,Diversified Financials
MSP Steel & Power Ltd,MSPL,Iron & Steel
Vidya Wires Ltd,VIDYAWIRES,Cables
Honda India Power Products Ltd,HONDAPOWER,Industrial Machinery
Confidence Petroleum India Ltd,CONFIPET,Oil & Gas - Storage & Transportation
TeamLease Services Ltd,TEAMLEASE,Employment Services
Spectrum Electrical Industries Ltd,SPECTRUM,Electrical Components & Equipments
Mangalam Cement Ltd,MANGLMCEM,Cement
Eveready Industries India Ltd,EVEREADY,Batteries
TVS Infrastructure Trust,TVSINVIT,Logistics
Ravindra Energy Ltd,RELTD,Electrical Components & Equipments
BN Agrochem Ltd,BNAGROCHEM,Agro Products
Servotech Renewable Power System Ltd,SERVOTECH,Electrical Components & Equipments
Anantam Highways Trust,ANANTAM,Roads
Camlin Fine Sciences Ltd,CAMLINFINE,Specialty Chemicals
Ajmera Realty & Infra India Ltd,AJMERA,Real Estate
Hindustan Oil Exploration Company Ltd,HINDOILEXP,Oil & Gas - Exploration & Production
Awfis Space Solutions Ltd,AWFIS,Business Support Services
BF Utilities Ltd,BFUTILITIE,Renewable Energy
Veranda Learning Solutions Ltd,VERANDA,Education Services
Fischer Medical Ventures Ltd,FISCHER,Health Care Equipment & Supplies
Jaykay Enterprises Ltd,JAYKAY,Investment Banking & Brokerage
Thirumalai Chemicals Ltd,TIRUMALCHM,Commodity Chemicals
Bajel Projects Ltd,BAJEL,Construction & Engineering
Alembic Ltd,ALEMBICLTD,Pharmaceuticals
Exicom Tele-Systems Ltd,EXICOM,Electronic Equipments
Silver Touch Technologies Ltd,SILVERTUC,IT Services & Consulting
Sai Parenteral's Ltd,SAIPARENT,Pharmaceuticals
HPL Electric & Power Ltd,HPL,Electrical Components & Equipments
Prabha Energy Ltd,PRABHA,Mining - Diversified
DCX Systems Ltd,DCXINDIA,Cables
PIX Transmissions Ltd,PIXTRANS,Industrial Machinery
Kalyani Investment Company Ltd,KICL,Asset Management
Pennar Industries Ltd,PENIND,Iron & Steel
Jain Irrigation Systems Ltd,JISLJALEQS,Agricultural & Farm Machinery
Jain Irrigation Systems Ltd,JISLDVREQS,Agricultural & Farm Machinery
Vintage Coffee and Beverages Ltd,VINCOFE,Tea & Coffee
MM Forgings Ltd,MMFL,Iron & Steel
TAJ GVK Hotels and Resorts Ltd,TAJGVK,"Hotels, Resorts & Cruise Lines"
Nibe Ltd,NIBE,Aerospace & Defense Equipments
Arkade Developers Ltd,ARKADE,Real Estate
Somany Ceramics Ltd,SOMANYCERA,Building Products - Ceramics
Insecticides (India) Ltd,INSECTICID,Fertilizers & Agro Chemicals
Brightcom Group Ltd,BCG,Advertising
D P Abhushan Ltd,DPABHUSHAN,"Precious Metals, Jewellery & Watches"
Talbros Automotive Components Ltd,TALBROAUTO,Auto Parts
Sanstar Ltd,SANSTAR,Agro Products
Rajratan Global Wire Ltd,RAJRATAN,Iron & Steel
Epack Durable Ltd,EPACK,Home Electronics & Appliances
KCP Ltd,KCP,Cement
Apollo Pipes Ltd,APOLLOPIPE,Building Products - Pipes
Mobavenue Ai Tech Ltd,MOBAVENUE,Advertising
Vimta Labs Ltd,VIMTALABS,Labs & Life Sciences Services
G M Breweries Ltd,GMBREW,Alcoholic Beverages
Rane Holdings Ltd,RANEHOLDIN,Auto Parts
Yash Highvoltage Ltd,YASHHV,Electrical Components & Equipments
Sportking India Ltd,SPORTKING,Textiles
Shipping Corporation of India Land and Assets Ltd,SCILAL,Real Estate
Stallion India Fluorochemicals Ltd,STALLION,Specialty Chemicals
Stove Kraft Ltd,STOVEKRAFT,Home Electronics & Appliances
Filatex India Ltd,FILATEX,Textiles
Venky's (India) Ltd,VENKEYS,Packaged Foods & Meats
Mukand Ltd,MUKANDLTD,Iron & Steel
BLS E-Services Ltd,BLSE,IT Services & Consulting
Spandana Sphoorty Financial Ltd,SPANDANA,Consumer Finance
S.P.Apparels Ltd,SPAL,Apparel & Accessories
India Nippon Electricals Ltd,INDNIPPON,Auto Parts
JNK India Ltd,JNKINDIA,Construction & Engineering
Jai Corp Ltd,JAICORPLTD,Textiles
Shringar House of Mangalsutra Ltd,SHRINGARMS,"Precious Metals, Jewellery & Watches"
Geojit Financial Services Ltd,GEOJITFSL,Investment Banking & Brokerage
Paramount Communications Ltd,PARACABLES,Cables
Kotak Nifty 50 ETF,NIFTY1,Equity
Rishabh Instruments Ltd,RISHABH,Electrical Components & Equipments
Ceinsys Tech Ltd,CEINSYS,Software Services
Gocl Corporation Ltd,GOCLCORP,Commodity Chemicals
Anondita Medicare Ltd,ANONDITA,FMCG - Personal Products
GSP Crop Science Ltd,GSPCROP,Fertilizers & Agro Chemicals
PTC India Financial Services Ltd,PFS,Specialized Finance
AMIC Forging Ltd,AMIC,Industrial Machinery
KP Green Engineering Ltd,KPGEL,Construction & Engineering
Aurum Proptech Ltd,AURUM,IT Services & Consulting
Tasty Bite Eatables Ltd,TASTYBITE,Packaged Foods & Meats
KMC Speciality Hospitals (India) Ltd,KMCSHIL,Hospitals & Diagnostic Centres
Nucleus Software Exports Ltd,NUCLEUS,Software Services
Nilkamal Ltd,NILKAMAL,Plastic Products
La Opala RG Ltd,LAOPALA,Housewares
Ador Welding Ltd,ADOR,Industrial Machinery
Modern Insulators Ltd,MODINSU,Electrical Components & Equipments
Mahanagar Telephone Nigam Ltd,MTNL,Telecom Services
Dynacons Systems and Solutions Ltd,DSSL,IT Services & Consulting
NDR Auto Components Ltd,NDRAUTO,Auto Parts
Indoco Remedies Ltd,INDOCO,Pharmaceuticals
Panama Petrochem Ltd,PANAMAPET,Specialty Chemicals
Hindware Home Innovation Ltd,HINDWAREAP,Home Furnishing
Cosmo First Ltd,COSMOFIRST,Packaging
United Foodbrands Ltd,UFBL,Restaurants & Cafes
Sika Interplant Systems Ltd,SIKA,Aerospace & Defense Equipments
TCI Express Ltd,TCIEXP,Logistics
Shalby Ltd,SHALBY,Hospitals & Diagnostic Centres
UTI Gold Exchange Traded Fund,GOLDBETA,Gold
Titan Biotech Ltd,TITANBIO,Fertilizers & Agro Chemicals
Hathway Cable and Datacom Ltd,HATHWAY,Cable & D2H
Capacite Infraprojects Ltd,CAPACITE,Construction & Engineering
EPack Prefab Technologies Ltd,EPACKPEB,Building Products - Prefab Structures
Saksoft Ltd,SAKSOFT,IT Services & Consulting
Venus Remedies Ltd,VENUSREM,Pharmaceuticals
Simplex Infrastructures Ltd,SIMPLEXINF,Construction & Engineering
Hinduja Global Solutions Ltd,HGS,Outsourced services
Spicejet Ltd,SPICEJET,Airlines
Kothari Industrial Corp Ltd,KOTIC,Fertilizers & Agro Chemicals
Ujaas Energy Ltd,UEL,Renewable Energy
Vikran Engineering Ltd,VIKRAN,Power Transmission & Distribution
Sakar Healthcare Ltd,SAKAR,Pharmaceuticals
GTL Infrastructure Ltd,GTLINFRA,Telecom Infrastructure
EIH Associated Hotels Ltd,EIHAHOTELS,"Hotels, Resorts & Cruise Lines"
India Pesticides Ltd,IPL,Fertilizers & Agro Chemicals
Frontier Springs Ltd,FRONTSP,Industrial Machinery
Asian Granito India Ltd,ASIANTILES,Building Products - Granite
Cantabil Retail India Ltd,CANTABIL,Apparel & Accessories
Aayush Art and Bullion Ltd,AAYUSHBULL,"Precious Metals, Jewellery & Watches"
Suryoday Small Finance Bank Ltd,SURYODAY,Private Banks
Oriental Hotels Ltd,ORIENTHOT,"Hotels, Resorts & Cruise Lines"
TCC Concept Ltd,TCC,Real Estate
S H Kelkar and Company Ltd,SHK,Specialty Chemicals
Studds Accessories Ltd,STUDDS,Two Wheelers
Solarworld Energy Solutions Ltd,SOLARWORLD,Renewable Energy
Go Fashion (India) Ltd,GOCOLORS,Apparel & Accessories
Krsnaa Diagnostics Ltd,KRSNAA,Hospitals & Diagnostic Centres
Indosolar Ltd,WAAREEINDO,Renewable Energy Equipment & Services
Jindal Drilling and Industries Ltd,JINDRILL,Oil & Gas - Equipment & Services
Astec Lifesciences Ltd,ASTEC,Fertilizers & Agro Chemicals
SBC Exports Ltd,SBC,Apparel & Accessories
Hi-Tech Pipes Ltd,HITECH,Building Products - Pipes
SPML Infra Ltd,SPMLINFRA,Construction & Engineering
Ramco Systems Ltd,RAMCOSYS,IT Services & Consulting
Infobeans Technologies Ltd,INFOBEAN,Software Services
Accelya Solutions India Ltd,ACCELYA,Software Services
Krishna Defence & Allied Industries Ltd,KRISHNADEF,Industrial Machinery
Hester Biosciences Ltd,HESTERBIO,Biotechnology
Delta Corp Ltd,DELTACORP,Theme Parks & Gaming
Goodyear India Ltd,GOODYEAR,Tires & Rubber
Spice Lounge Food Works Ltd,SPICELOUNG,Outsourced services
Danish Power Ltd,DANISH,Heavy Electrical Equipments
JG Chemicals Ltd,JGCHEM,Commodity Chemicals
D-link (India) Ltd,DLINKINDIA,Technology Hardware
M & B Engineering Ltd,MBEL,Building Products - Prefab Structures
Thejo Engineering Ltd,THEJO,Construction & Engineering
DISA India Ltd,DISAQ,Industrial Machinery
Asian Energy Services Ltd,ASIANENE,Oil & Gas - Exploration & Production
Summit Securities Ltd,SUMMITSEC,Asset Management
RACL Geartech Ltd,RACLGEAR,Auto Parts
Windlas Biotech Ltd,WINDLAS,Pharmaceuticals
Jagran Prakashan Ltd,JAGRAN,Publishing
Associated Alcohols & Breweries Ltd,ASALCBR,Alcoholic Beverages
Arman Financial Services Ltd,ARMANFIN,Consumer Finance
Shanti Gold International Ltd,SHANTIGOLD,"Precious Metals, Jewellery & Watches"
Meghna Infracon Infrastructure Ltd,MIIL,Real Estate
EMS Ltd,EMSLIMITED,Construction & Engineering
Kotak Nifty Next 50 ETF,NEXT50ETF,Equity
BF Investment Ltd,BFINVEST,Asset Management
Ngl Fine Chem Ltd,NGLFINE,Pharmaceuticals
Algoquant Fintech Ltd,ALGOQUANT,Investment Banking & Brokerage
Walchandnagar Industries Ltd,WALCHANNAG,Industrial Machinery
Citurgia Biochemicals Ltd,CITURGIA,Commodity Chemicals
Indian Hume Pipe Company Ltd,INDIANHUME,Water Management
Dolphin Offshore Enterprises (India) Ltd,DOLPHIN,Oil & Gas - Equipment & Services
Som Distilleries and Breweries Ltd,SDBL,Alcoholic Beverages
Amrutanjan Health Care Ltd,AMRUTANJAN,Pharmaceuticals
Balmer Lawrie Investments Ltd,BLIL,Specialized Finance
Nelco Ltd,NELCO,Communication & Networking
Garuda Construction and Engineering Ltd,GARUDA,Construction & Engineering
GHV Infra Projects Ltd,GHVINFRA,Construction & Engineering
Ashika Credit Capital Ltd,ASHIKA,IT Services & Consulting
GNA Axles Ltd,GNA,Auto Parts
Rajesh Power Services Ltd,RAJESH,Construction & Engineering
Grauer And Weil (India) Ltd,GRAUWEIL,Specialty Chemicals
Sai Silks (Kalamandir) Ltd,KALAMANDIR,Textiles
Mahamaya Steel Industries Ltd,MAHASTEEL,Iron & Steel
Steel Exchange India Ltd,STEELXIND,Iron & Steel
Rico Auto Industries Ltd,RICOAUTO,Auto Parts
Landmark Cars Ltd,LANDMARK,Retail - Speciality
One Point One Solutions Ltd,ONEPOINT,Outsourced services
Sumeet Industries Ltd,SUMEETINDS,Textiles
Dynamic Cables Ltd,DYCL,Cables
Khazanchi Jewellers Ltd,KHAZANCHI,"Precious Metals, Jewellery & Watches"
Arfin India Ltd,ARFIN,Metals - Diversified
One MobiKwik Systems Ltd,MOBIKWIK,Payment Infrastructure
Yatra Online Ltd,YATRA,Online Services
Gandhar Oil Refinery India Ltd,GANDHAR,Oil & Gas - Refining & Marketing
5Paisa Capital Ltd,5PAISA,Diversified Financials
Magellanic Cloud Ltd,MCLOUD,IT Services & Consulting
Onida Electronics Ltd,MIRCELECTR,Home Electronics & Appliances
Aqylon Nexus Ltd,AQYLON,Technology Hardware
Suraksha Diagnostic Ltd,SURAKSHA,Hospitals & Diagnostic Centres
Shriram Properties Ltd,SHRIRAMPPS,Real Estate
Tinna Rubber and Infrastructure Ltd,TINNARUBR,Commodity Chemicals
Media Matrix Worldwide Ltd,MMWL,Advertising
Nitta Gelatin India Ltd,NITTAGELA,FMCG - Foods
Bharat Wire Ropes Ltd,BHARATWIRE,Iron & Steel
CFF Fluid Control Ltd,CFF,Aerospace & Defense Equipments
Advait Energy Transitions Ltd,ADVAIT,Electronic Equipments
Vinyas Innovative Technologies Ltd,VINYAS,Electronic Equipments
Vidhi Specialty Food Ingredients Ltd,VIDHIING,Commodity Chemicals
Jyoti Structures Ltd,JYOTISTRUC,Power Transmission & Distribution
Dollar Industries Ltd,DOLLAR,Apparel & Accessories
Pashupati Cotspin Ltd,PASHUPATI,Textiles
Hypersoft Technologies Ltd,HYPERSOFT,IT Services & Consulting
Signpost India Ltd,SIGNPOST,Advertising
GPT Infraprojects Ltd,GPTINFRA,Construction & Engineering
Seshasayee Paper and Boards Ltd,SESHAPAPER,Paper Products
Ugro Capital Ltd,UGROCAP,Investment Banking & Brokerage
ESAF Small Finance Bank Limited,ESAFSFB,Private Banks
Navkar Corporation Ltd,NAVKARCORP,Logistics
Valiant Communications Ltd,VALIANT,Telecom Equipments
All Time Plastics Ltd,ALLTIME,Plastic Products
Beta Drugs Ltd,BETA,Pharmaceuticals
Precision Camshafts Ltd,PRECAM,Auto Parts
Pnb Gilts Ltd,PNBGILTS,Investment Banking & Brokerage
Chaman Lal Setia Exports Ltd,CLSEL,Packaged Foods & Meats
IND Swift Laboratories Ltd,INDSWFTLAB,Pharmaceuticals
Godavari Biorefineries Ltd,GODAVARIB,Diversified Chemicals
Omaxe Ltd,OMAXE,Real Estate
Expleo Solutions Ltd,EXPLEOSOL,Software Services
Syncom Formulations (India) Ltd,SYNCOMF,Pharmaceuticals
GYFTR Ltd,LKPFIN,Investment Banking & Brokerage
IFGL Refractories Ltd,IFGLEXPOR,Industrial Machinery
Southern Petrochemical Industries Corporation Ltd,SPIC,Fertilizers & Agro Chemicals
STL Networks Ltd,STLNETWORK,Communication & Networking
TIL Ltd,TIL,Heavy Machinery
Blue Cloud Softech Solutions Ltd,BLUECLOUDS,Software Services
SEPC Ltd,SEPC,Construction & Engineering
DCW Ltd,DCW,Commodity Chemicals
Apex Frozen Foods Ltd,APEX,Packaged Foods & Meats
RIR Power Electronics Ltd,RIR,Electronic Equipments
Wendt (India) Ltd,WENDT,Industrial Machinery
Jay Bharat Maruti Ltd,JAYBARMARU,Auto Parts
Jagsonpal Pharmaceuticals Ltd,JAGSNPHARM,Pharmaceuticals
Orient Green Power Company Ltd,GREENPOWER,Renewable Energy
I G Petrochemicals Ltd,IGPL,Specialty Chemicals
Borosil Scientific Ltd,BOROSCI,Health Care Equipment & Supplies
NINtec Systems Ltd,NINSYS,Software Services
Sula Vineyards Ltd,SULA,Alcoholic Beverages
Faze Three Ltd,FAZE3Q,Textiles
Allcargo Logistics Ltd,ALLCARGO,Logistics
Dhanlaxmi Bank Ltd,DHANBANK,Private Banks
Benares Hotels Ltd,BENARAS,"Hotels, Resorts & Cruise Lines"
Everest Kanto Cylinder Ltd,EKC,Gas Distribution
Atul Auto Ltd,ATULAUTO,Three Wheelers
Digitide Solutions Ltd,DIGITIDE,IT Services & Consulting
Antony Waste Handling Cell Ltd,AWHCL,Environmental Services
Aym Syntex Ltd,AYMSYNTEX,Textiles
Dolat Algotech Ltd,DOLATALGO,Investment Banking & Brokerage
Asian Hotels (North) Ltd,ASIANHOTNR,"Hotels, Resorts & Cruise Lines"
Solex Energy Ltd,SOLEX,Industrial Machinery
Electrotherm (India) Ltd,ELECTHERM,Iron & Steel
Fredun Pharmaceuticals Ltd,FREDUN,Pharmaceuticals
Grand Oak Canyons Distillery Ltd,GRANDOAK,Consumer Finance
Haryana Financial Corp,HARAFIN,Specialized Finance
India Motor Parts & Accessories Ltd,IMPAL,Auto Parts
TTK Healthcare Ltd,TTKHLTCARE,Pharmaceuticals
Neueon Corporation Ltd,NEUEON,Power Infrastructure
Laxmi Dental Ltd,LAXMIDENTL,Health Care Equipment & Supplies
iValue Infosolutions Ltd,IVALUE,Software Services
Jaro Institute Of Technology Management & Research Ltd,JARO,Education Services
Shukra Pharmaceuticals Ltd,SHUKRAPHAR,Pharmaceuticals
Quadrant Future Tek Ltd,QUADFUTURE,Communication & Networking
DEN Networks Ltd,DEN,Cable & D2H
Alldigi Tech Ltd,ALLDIGI,IT Services & Consulting
Rupa & Company Ltd,RUPA,Apparel & Accessories
